Author;Date;Content;Attachments;
"linuxguy11#3353";"28-Oct-17 09:41 PM";"no jk, ebay auctions are great";"";
"Senvr#7635";"28-Oct-17 09:41 PM";"lmao  what";"";
"Senvr#7635";"28-Oct-17 09:41 PM";"no way";"";
"Senvr#7635";"28-Oct-17 09:41 PM";"prove that shit";"";
"Senvr#7635";"28-Oct-17 09:41 PM";"1 tb of ram";"";
"linuxguy11#3353";"28-Oct-17 09:41 PM";"yep";"";
"linuxguy11#3353";"28-Oct-17 09:41 PM";"im bullshitting you";"";
"Senvr#7635";"28-Oct-17 09:41 PM";"lao";"";
"linuxguy11#3353";"28-Oct-17 09:42 PM";"but i met a guy who did";"";
"Senvr#7635";"28-Oct-17 09:42 PM";"kek";"";
"linuxguy11#3353";"28-Oct-17 09:42 PM";"and he let me touch the ram";"";
"Senvr#7635";"28-Oct-17 09:42 PM";"0H yeah i got a base on rust";"";
"Senvr#7635";"28-Oct-17 09:42 PM";"if you wanna get me raided i mean play rust";"";
"linuxguy11#3353";"28-Oct-17 09:42 PM";"each ram module had 16 ram sticks in it";"";
"linuxguy11#3353";"28-Oct-17 09:42 PM";"nah im at home, my computer is at my dorm 😦";"";
"Senvr#7635";"28-Oct-17 09:42 PM";"oh";"";
"Senvr#7635";"28-Oct-17 09:42 PM";"rip";"";
"Senvr#7635";"29-Oct-17 12:04 AM";"Hey";"";
"Senvr#7635";"29-Oct-17 12:04 AM";"What are thse";"";
"Senvr#7635";"29-Oct-17 12:04 AM";"37067 - 07647 x 42516 - 55111";"";
"linuxguy11#3353";"29-Oct-17 12:04 AM";"What";"";
"Senvr#7635";"29-Oct-17 12:05 AM";"are those coordinates or some shit";"";
"Senvr#7635";"29-Oct-17 12:05 AM";"It's part of a puzzle";"";
"Senvr#7635";"29-Oct-17 12:05 AM";"The ""door"" is a blowfish encryption shit and the key is that";"";
"linuxguy11#3353";"29-Oct-17 12:05 AM";"Where did you see them";"";
"Senvr#7635";"29-Oct-17 12:05 AM";"In the puzzle, it said that was the key and the encryption was the door";"";
"Senvr#7635";"29-Oct-17 12:05 AM";"(It's not the direct key)";"";
"Senvr#7635";"29-Oct-17 12:05 AM";"Oh yeah and above the numbers it said worldatlas";"";
"linuxguy11#3353";"29-Oct-17 12:06 AM";"What puzzle";"";
"Senvr#7635";"29-Oct-17 12:06 AM";"er the password for it";"";
"Senvr#7635";"29-Oct-17 12:06 AM";"Guess:";"";
"Senvr#7635";"29-Oct-17 12:06 AM";"IUehJVrK+uq1PiSD8rpKDN00HcuKMSnqyd0RiEKn1nyv04vQNiaKWYXKlsn7YaPl0
rg0lBleQuXJVkUiWK+STwc4Eg0fy0aobCF3YYrTugo/q3wh78ZkXcMJ0mv7lozfY3
QSG/zrBFB871a9qzQaWFBAYsG68nOekfA12RhoFzFudxbLTUJEsAG4HRpM5XZkWom
57nAd7TjXZJiU9SqpDFa+tqULRXARXnm2QPw4l3bAGGMA9+7z4zCPDfV1YSVjr1RJ
NNPZPkInpNWa/kL0FWJOlhMC8cYXcW2nMkbtECvGZutAa7f8Ca5+dwn6AO0D==";"";
"Senvr#7635";"29-Oct-17 12:06 AM";"formatting is aids";"";
"Senvr#7635";"29-Oct-17 12:06 AM";"It's blowfish encryption";"";
"linuxguy11#3353";"29-Oct-17 12:07 AM";"If its the key them dearth blowfish decrytor and plug it and the key in";"";
"Senvr#7635";"29-Oct-17 12:07 AM";"what";"";
"linuxguy11#3353";"29-Oct-17 12:08 AM";"Lemme get laptop";"";
"Senvr#7635";"29-Oct-17 12:08 AM";"It isn't the actual key, the key im pretty sure is coordinates or something";"";
"Senvr#7635";"29-Oct-17 12:08 AM";"I've tried, and it isnt the password";"";
"Senvr#7635";"29-Oct-17 12:08 AM";"key*";"";
"linuxguy11#3353";"29-Oct-17 12:08 AM";"Started a call.";"";
"Senvr#7635";"29-Oct-17 12:10 AM";"37067 - 07647 x 42516 - 55111";"";
"Senvr#7635";"29-Oct-17 12:10 AM";"worldatlas";"";
"Senvr#7635";"29-Oct-17 12:12 AM";"×X³Ã§4ÃÀøªGÝäÐùßÝ    Lßõ9-åþ/Ú×òÇ£ð*LÝªÆjiguO_Eï0AB©bì ó ¹m:à­ÒÝ
¿à(yöéïCÈ³¬p+9Ìµ
g£}ådÇ*}X4ñÒÙÅQWD©HÍ1¿
@[p)µôö¤ódºßïÂ¬P!yÎ(j¹oò$¤Ç#$Ñ    ªÉ½^Eþ""D    ! ZEE,?âeÓ{{QõvÊüáè©AúAÅsÌY=´ ­f¶÷ÿÁÝ6UA­üªhcÐÑ";"";
"Senvr#7635";"29-Oct-17 12:14 AM";"448bit";"";
"Senvr#7635";"29-Oct-17 12:14 AM";"Blowfish 448bit";"";
"Senvr#7635";"29-Oct-17 12:15 AM";"worldatlas
key
37067 - 07647 x 42516 - 55111";"";
"Senvr#7635";"29-Oct-17 12:21 AM";"loimaa";"";
"linuxguy11#3353";"29-Oct-17 12:21 AM";"https://www.google.com/maps/place/32200+Loimaa,+Finland/@60.8515248,23.0166915,13.36z/data=!4m5!3m4!1s0x468ea76961d02b3b:0x743576d2123561f6!8m2!3d60.8535334!4d23.0429229";"";
"linuxguy11#3353";"29-Oct-17 12:23 AM";"FFFFFFFFEC9ECA18";"";
"linuxguy11#3353";"29-Oct-17 12:23 AM";"16-bit integer (signed)";"";
"Senvr#7635";"29-Oct-17 12:23 AM";"*";"";
"Senvr#7635";"29-Oct-17 12:24 AM";"29420 x -12595";"";
"Senvr#7635";"29-Oct-17 12:25 AM";"The first step's complete,
The distance holds more,
You must first solve the key,
To fly through the door.

worldatlas
key
37067 - 07647 x 42516 - 55111

door
========== Encrypted with Encrypt Easy Text Encryption ==========
IUehJVrK+uq1PiSD8rpKDN00HcuKMSnqyd0RiEKn1nyv04vQNiaKWYXKlsn7YaPl0
rg0lBleQuXJVkUiWK+STwc4Eg0fy0aobCF3YYrTugo/q3wh78ZkXcMJ0mv7lozfY3
QSG/zrBFB871a9qzQaWFBAYsG68nOekfA12RhoFzFudxbLTUJEsAG4HRpM5XZkWom
57nAd7TjXZJiU9SqpDFa+tqULRXARXnm2QPw4l3bAGGMA9+7z4zCPDfV1YSVjr1RJ
NNPZPkInpNWa/kL0FWJOlhMC8cYXcW2nMkbtECvGZutAa7f8Ca5+dwn6AO0D==
=========== More info at http://www.encrypt-easy.com ============

Good luck.";"";
"Senvr#7635";"29-Oct-17 12:26 AM";"Blowfish 448bit";"";
"Senvr#7635";"29-Oct-17 12:27 AM";"http://www.encrypt-easy.com/Encrypt-Text";"";
"Senvr#7635";"29-Oct-17 12:27 AM";"Encrypt and secure your messages online with Blowfish, which is one of the most secured encryption algorithm";"";
"Senvr#7635";"29-Oct-17 12:30 AM";"+dwn6AO0D==";"";
"Senvr#7635";"29-Oct-17 12:30 AM";"IUehJVrK+";"";
"linuxguy11#3353";"29-Oct-17 12:33 AM";"https://cdn.discordapp.com/attachments/344209954657402891/364926140642754560/collatz.PNG";"";
"linuxguy11#3353";"29-Oct-17 12:35 AM";"https://en.wikipedia.org/wiki/Collatz_conjecture";"";
"linuxguy11#3353";"29-Oct-17 12:36 AM";"less than 10 is 9, which has 19 steps,
less than 100 is 97, which has 118 steps,
less than 1,000 is 871, which has 178 steps,
less than 10,000 is 6,171, which has 261 steps,
less than 100,000 is 77,031, which has 350 steps,
less than 1 million is 837,799, which has 524 steps,
less than 10 million is 8,400,511, which has 685 steps,
less than 100 million is 63,728,127, which has 949 steps,
less than 1 billion is 670,617,279, which has 986 steps,
less than 10 billion is 9,780,657,631, which has 1132 steps,[10][11] and
less than 100 billion is 75,128,138,247, which has 1228 steps.";"";
"linuxguy11#3353";"29-Oct-17 12:39 AM";"`sudo apt-get intall libboosgt-all-bullshit`";"";
"Senvr#7635";"29-Oct-17 12:46 AM";"yes hello";"";
"Senvr#7635";"29-Oct-17 12:46 AM";"you died";"";
"Senvr#7635";"29-Oct-17 12:47 AM";"you literally died";"";
"Senvr#7635";"29-Oct-17 12:47 AM";"b0i";"";
"Senvr#7635";"29-Oct-17 12:50 AM";"azine";"";
"Senvr#7635";"29-Oct-17 12:51 AM";"(any word)-azine";"";
"linuxguy11#3353";"29-Oct-17 12:52 AM";"https://en.m.wikipedia.org/wiki/Azine";"";
"Senvr#7635";"29-Oct-17 01:03 AM";"ugerg";"";
"Senvr#7635";"29-Oct-17 01:03 AM";"burger";"";
"Senvr#7635";"29-Oct-17 01:03 AM";"i cant hear you";"";
"Senvr#7635";"29-Oct-17 01:05 AM";"";"https://cdn.discordapp.com/attachments/320421951703351296/374106488135745536/gQrP31T.png";
"Senvr#7635";"29-Oct-17 01:06 AM";"";"https://cdn.discordapp.com/attachments/320421951703351296/374106706784944128/gQrP31T.png";
"Senvr#7635";"29-Oct-17 01:18 AM";"hey";"";
"Senvr#7635";"29-Oct-17 01:18 AM";"uuuh";"";
"Senvr#7635";"29-Oct-17 01:18 AM";"you died again";"";
"Senvr#7635";"29-Oct-17 01:19 AM";"YOU DEAFEND YOURSELF";"";
"Senvr#7635";"29-Oct-17 01:19 AM";"LIL SHIT";"";
"Senvr#7635";"29-Oct-17 01:20 AM";"cant hear you";"";
"Senvr#7635";"29-Oct-17 01:21 AM";"it says your output is fucced up";"";
"Senvr#7635";"29-Oct-17 01:21 AM";"i got ur test but you cant hear me";"";
"Senvr#7635";"29-Oct-17 01:26 AM";"(cant hear you again if your talking)";"";
"linuxguy11#3353";"29-Oct-17 01:29 AM";"Ima go";"";
"Senvr#7635";"29-Oct-17 01:29 AM";"ok";"";
"Senvr#7635";"29-Oct-17 01:29 AM";"good nite";"";
"Senvr#7635";"29-Oct-17 01:29 AM";"sleep tite";"";
"Senvr#7635";"29-Oct-17 01:29 AM";"dont let mario bite off your balls in the nite";"";
"linuxguy11#3353";"29-Oct-17 01:29 AM";"Don't you dare";"";
"Senvr#7635";"29-Oct-17 01:29 AM";"i know how to spell tight";"";
"Senvr#7635";"29-Oct-17 01:29 AM";"dont i date what";"";
"Senvr#7635";"29-Oct-17 01:37 AM";"you died again";"";
"Senvr#7635";"29-Oct-17 01:38 AM";"nvm";"";
"Senvr#7635";"29-Oct-17 01:43 AM";"https://www.youtube.com/watch?v=1Liggy80jWI&ab_channel=JimB%C3%A4ckman";"";
"linuxguy11#3353";"29-Oct-17 02:09 AM";"https://media.licdn.com/mpr/mpr/shrinknp_200_200/AAEAAQAAAAAAAAkmAAAAJGIzMDkyNTZhLWJmMzctNDI1MC1iMzIzLWFlYmEyNTIwM2FkNA.jpg";"";
"linuxguy11#3353";"29-Oct-17 02:11 AM";"YOU DONT KNOW WHAT YOU KNOW";"";
"linuxguy11#3353";"29-Oct-17 03:54 PM";"that moment when youre copying over all of your most important files";"";
"linuxguy11#3353";"29-Oct-17 03:54 PM";"to a flashdrive";"";
"linuxguy11#3353";"29-Oct-17 03:54 PM";"so when you switch to linux you will still have them'";"";
"linuxguy11#3353";"29-Oct-17 03:58 PM";"Started a call.";"";
"Senvr#7635";"29-Oct-17 03:59 PM";"DICCSNORT";"";
"Senvr#7635";"29-Oct-17 03:59 PM";"Make a raid flashdrive setu";"";
"Senvr#7635";"30-Oct-17 12:24 PM";"";"https://cdn.discordapp.com/attachments/320421951703351296/374639699773358080/organsrupturedbyangrybone.jpg";
"linuxguy11#3353";"30-Oct-17 06:22 PM";"Started a call.";"";
"linuxguy11#3353";"30-Oct-17 06:22 PM";"Started a call.";"";
"Senvr#7635";"30-Oct-17 06:23 PM";"i busy";"";
"Senvr#7635";"30-Oct-17 06:23 PM";"halloweener";"";
"Senvr#7635";"31-Oct-17 12:22 PM";"Started a call.";"";
"Senvr#7635";"31-Oct-17 01:22 PM";"Terrifying children's book";"";
"Senvr#7635";"31-Oct-17 01:23 PM";"https://www.youtube.com/watch?v=PEm_zCgcSsk&feature=youtu.be&ab_channel=AmeliaCenotti";"";
"Senvr#7635";"31-Oct-17 09:11 PM";"";"https://cdn.discordapp.com/attachments/320421951703351296/375134856348172288/8336192922970101297.png";
"Senvr#7635";"02-Nov-17 08:06 AM";"we gotta get on a server";"";
"Senvr#7635";"02-Nov-17 08:06 AM";"todays wipe";"";
"linuxguy11#3353";"03-Nov-17 07:29 PM";"Started a call.";"";
"linuxguy11#3353";"03-Nov-17 08:59 PM";"i got 29 kills and we still lost 😦";"";
"linuxguy11#3353";"04-Nov-17 03:36 PM";"Started a call.";"";
"Senvr#7635";"04-Nov-17 03:52 PM";"call when your back";"";
"Senvr#7635";"04-Nov-17 03:52 PM";"cause";"";
"Senvr#7635";"04-Nov-17 03:52 PM";"u gay";"";
"linuxguy11#3353";"04-Nov-17 03:52 PM";"Started a call.";"";
"linuxguy11#3353";"04-Nov-17 03:59 PM";"Started a call.";"";
"Senvr#7635";"04-Nov-17 07:24 PM";"7805";"";
"Senvr#7635";"04-Nov-17 07:40 PM";"7809";"";
"Senvr#7635";"04-Nov-17 07:54 PM";"YOUR PC IS MUTED";"";
"Senvr#7635";"04-Nov-17 07:54 PM";"CHECK UR AUDIO";"";
"Senvr#7635";"04-Nov-17 09:16 PM";"ill be back soon";"";
"Senvr#7635";"05-Nov-17 01:57 AM";"upset";"";
"linuxguy11#3353";"05-Nov-17 01:58 AM";"I'm in bed";"";
"Senvr#7635";"05-Nov-17 01:58 AM";"thats";"";
"linuxguy11#3353";"05-Nov-17 01:58 AM";"Ill get back on tomorrow";"";
"Senvr#7635";"05-Nov-17 01:58 AM";"fuck";"";
"linuxguy11#3353";"05-Nov-17 01:59 AM";"Did we get raided, if not try to a aquire sheet metal doors";"";
"Senvr#7635";"05-Nov-17 01:59 AM";"yes";"";
"Senvr#7635";"05-Nov-17 01:59 AM";"what server were we on";"";
"linuxguy11#3353";"05-Nov-17 01:59 AM";"Oh ok";"";
"Senvr#7635";"05-Nov-17 01:59 AM";"no wait";"";
"Senvr#7635";"05-Nov-17 01:59 AM";"thats not what i ment";"";
"linuxguy11#3353";"05-Nov-17 01:59 AM";"Bloodborne";"";
"Senvr#7635";"05-Nov-17 01:59 AM";"yes";"";
"linuxguy11#3353";"05-Nov-17 01:00 AM";"11 / 3";"";
"Senvr#7635";"05-Nov-17 01:00 AM";"ill checc";"";
"linuxguy11#3353";"05-Nov-17 01:00 AM";"I think it was";"";
"Senvr#7635";"05-Nov-17 01:02 AM";"we didnt get raided";"";
"Senvr#7635";"05-Nov-17 01:02 AM";"gg";"";
"linuxguy11#3353";"05-Nov-17 01:02 AM";"Ok";"";
"linuxguy11#3353";"05-Nov-17 01:02 AM";"Good";"";
"Senvr#7635";"05-Nov-17 01:02 AM";"yoU STOLE MY NAIL GUN";"";
"Senvr#7635";"05-Nov-17 01:02 AM";"REEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE";"";
"Senvr#7635";"05-Nov-17 01:33 AM";"780X, X being:";"";
"Senvr#7635";"05-Nov-17 01:33 AM";"5";"";
"Senvr#7635";"05-Nov-17 01:33 AM";"9";"";
"Senvr#7635";"05-Nov-17 01:33 AM";"6";"";
"linuxguy11#3353";"05-Nov-17 01:34 AM";"They don't make a 780y";"";
"linuxguy11#3353";"05-Nov-17 01:34 AM";"*7806";"";
"Senvr#7635";"05-Nov-17 01:34 AM";"n o s h i t";"";
"Senvr#7635";"05-Nov-17 01:34 AM";"7806";"";
"Senvr#7635";"05-Nov-17 01:34 AM";"wat";"";
"linuxguy11#3353";"05-Nov-17 01:34 AM";"They only make a 7805 7809 7812 7815";"";
"Senvr#7635";"05-Nov-17 01:34 AM";"ok";"";
"Senvr#7635";"05-Nov-17 01:34 AM";"7806 to 7812";"";
"linuxguy11#3353";"05-Nov-17 01:34 AM";"And a 7905 7909 7912 and 7915";"";
"linuxguy11#3353";"05-Nov-17 01:35 AM";"Know your linear voltage regulators";"";
"Senvr#7635";"05-Nov-17 01:35 AM";"i see";"";
"Senvr#7635";"05-Nov-17 01:35 AM";"what";"";
"Senvr#7635";"05-Nov-17 01:35 AM";"wait";"";
"Senvr#7635";"05-Nov-17 01:35 AM";"it our codes are based off of something";"";
"Senvr#7635";"05-Nov-17 01:35 AM";"such as voltage regulators";"";
"Senvr#7635";"05-Nov-17 01:35 AM";"then we are vulnerable";"";
"linuxguy11#3353";"05-Nov-17 01:35 AM";"We are always vulnerable";"";
"Senvr#7635";"05-Nov-17 01:35 AM";"so is ur mother";"";
"linuxguy11#3353";"05-Nov-17 01:36 AM";"Bye";"";
"Senvr#7635";"05-Nov-17 01:36 AM";"im gonna make random codes for every door and make screenshots of each door and its code next to it";"";
"Senvr#7635";"05-Nov-17 01:36 AM";"and goodbye";"";
"Senvr#7635";"05-Nov-17 01:52 AM";"";"https://cdn.discordapp.com/attachments/320421951703351296/376670100633419776/codes.gif";
"Senvr#7635";"05-Nov-17 01:55 AM";"Front door exit : 6481";"";
"Senvr#7635";"05-Nov-17 01:56 AM";"Front door airlock: 4254";"";
"Senvr#7635";"05-Nov-17 01:56 AM";"TC, workbench, and furnace(s): 9701";"";
"Senvr#7635";"05-Nov-17 01:56 AM";"Back door airlock 1: 6313";"";
"Senvr#7635";"05-Nov-17 01:56 AM";"Back door exit: 4587";"";
"Senvr#7635";"05-Nov-17 09:30 AM";"become awake";"";
"linuxguy11#3353";"05-Nov-17 02:44 PM";"NICE";"";
"linuxguy11#3353";"05-Nov-17 02:44 PM";"Started a call.";"";
"Senvr#7635";"05-Nov-17 02:49 PM";"icant hear you";"";
"Senvr#7635";"05-Nov-17 02:49 PM";"i can hear u";"";
"Senvr#7635";"05-Nov-17 04:04 PM";"https://youtu.be/CVj-3FRnocA?t=1m7s";"";
"Senvr#7635";"05-Nov-17 04:13 PM";"6313";"";
"linuxguy11#3353";"05-Nov-17 06:08 PM";"https://www.youtube.com/watch?v=6PJnHM2Ihwg";"";
"linuxguy11#3353";"05-Nov-17 06:39 PM";"https://www.youtube.com/watch?v=Tk6JMSrqiQo&t=592s";"";
"linuxguy11#3353";"05-Nov-17 06:39 PM";"Started a call.";"";
"Senvr#7635";"07-Nov-17 07:45 AM";"I made a collatz function script";"";
"Senvr#7635";"07-Nov-17 07:45 AM";"btw i have hardware raid";"";
"Senvr#7635";"07-Nov-17 07:45 AM";"so hA";"";
"Senvr#7635";"07-Nov-17 07:50 AM";"Conjecture*";"";
"Senvr#7635";"07-Nov-17 07:53 AM";"Highest number i got: 999999999999999898";"";
"linuxguy11#3353";"08-Nov-17 06:22 PM";"Started a call.";"";
"linuxguy11#3353";"08-Nov-17 06:23 PM";"Started a call.";"";
"linuxguy11#3353";"08-Nov-17 06:23 PM";"Started a call.";"";
"Senvr#7635";"08-Nov-17 06:23 PM";"Started a call.";"";
"Senvr#7635";"09-Nov-17 03:24 PM";"u gay";"";
"Senvr#7635";"09-Nov-17 05:56 PM";"my script got from 999999999999999898 to 1 in 409 steps";"";
"Senvr#7635";"09-Nov-17 05:56 PM";"with the collatz conjection";"";
"Senvr#7635";"09-Nov-17 05:56 PM";"If the number is even, divide it by two.
If the number is odd, triple it and add one.";"";
"Senvr#7635";"09-Nov-17 05:56 PM";"(that one)";"";
"Senvr#7635";"11-Nov-17 01:56 AM";"hey mane fuck you";"";
"linuxguy11#3353";"11-Nov-17 01:56 AM";"fuck you to";"";
"Senvr#7635";"11-Nov-17 01:56 AM";"imagine if you saw a clown handing out pills to make your dick turn into a harpoon gun that regenerates every 5 seconds but there's only 1 pill";"";
"Senvr#7635";"11-Nov-17 01:56 AM";"would";"";
"Senvr#7635";"11-Nov-17 01:56 AM";"you";"";
"Senvr#7635";"11-Nov-17 01:56 AM";"tak";"";
"Senvr#7635";"11-Nov-17 01:57 AM";"take";"";
"linuxguy11#3353";"11-Nov-17 01:57 AM";"ofc";"";
"linuxguy11#3353";"11-Nov-17 01:57 AM";"i would";"";
"Senvr#7635";"11-Nov-17 01:57 AM";"heck yes";"";
"Senvr#7635";"11-Nov-17 01:57 AM";"aids to the max";"";
"Senvr#7635";"11-Nov-17 02:57 AM";"Started a call.";"";
"Senvr#7635";"12-Nov-17 08:40 PM";"shit";"";
"Senvr#7635";"12-Nov-17 08:40 PM";"thats the wrong one";"";
"linuxguy11#3353";"12-Nov-17 08:41 PM";"wtf";"";
"Senvr#7635";"12-Nov-17 08:41 PM";"shit";"";
"linuxguy11#3353";"12-Nov-17 08:41 PM";"lol";"";
"linuxguy11#3353";"12-Nov-17 08:41 PM";"post the freedom dollar again";"";
"Senvr#7635";"12-Nov-17 08:41 PM";"ok";"";
"Senvr#7635";"12-Nov-17 08:42 PM";"i was gonna post something else but i cant find it";"https://cdn.discordapp.com/attachments/320421951703351296/379491164698574848/freedom.png";
"Senvr#7635";"14-Nov-17 06:21 PM";"What the desu did you just fucking desu about Suiseiseki, you little desu? Suiseiseki will have you know that Suiseiseki graduated top of Suiseiseki's desu in the Navy Desus, and Suiseiseki has been involved in numerous secret desus on Al-Desu, and Suiseiseki has over 300 confirmed desus. Suiseiseki is trained in desu warfare and Suiseiseki is the top desu in the entire US armed desu. You are nothing to Suiseiseki but just another desu. Suiseiseki will desu you the fuck out with desu the likes of which has never been seen before on this desu, mark Suiseiseki's fucking desu. You think you can get away with saying that desu to Suiseiseki over the desu? Think again, desu. As we speak Suiseiseki is contacting her secret network of desu across the USA and your desu is being traced right now so you better prepare for the spam, maggot. The spam that wipes out the pathetic little thing you call your desu. You’re fucking desu, kid. Suiseiseki can be desu, desu, and Suiseiseki can desu you in over desu ways, and that’s just Suiseiseki's bare desu. Not only is Suiseiseki extensively trained in unarmed desu, but ISuiseiseki has access to the entire arsenal of the United States Desu and Suiseiseki will use it to its full extent to wipe your miserable desu off the face of the desu, you little desu. If only you could have known what unholy desu your little “desu” comment was about to bring down upon you, maybe you would have held your fucking desu. But you desu, you desu, and now you’re desu, you goddamn desu. Suiseiseki will shit desu all over you and you will drown in it. You’re fucking desu, kiddo.";"";
"Senvr#7635";"14-Nov-17 06:21 PM";"shit wrong person";"";
"Senvr#7635";"16-Nov-17 07:15 PM";"";"https://cdn.discordapp.com/attachments/320421951703351296/380918731531878401/image.png";
"linuxguy11#3353";"18-Nov-17 03:32 PM";"https://www.youtube.com/watch?v=mcDgOGC5Lcc";"";
"Senvr#7635";"29-Nov-17 11:26 PM";"DO YOU HAVE A FALLOUT 1 DISK";"";
"Senvr#7635";"29-Nov-17 11:26 PM";"I WANT ONE";"";
"linuxguy11#3353";"30-Nov-17 05:57 PM";"I have a fallout 1 floppy disk";"";
"linuxguy11#3353";"30-Nov-17 05:57 PM";"But no cd";"";
"Senvr#7635";"30-Nov-17 06:00 PM";"if you have a reader for the floppy disk (and what it runs on) could you compile me an img or iso and upload it here";"";
"Senvr#7635";"30-Nov-17 06:00 PM";"because i want to play fallout";"";
"linuxguy11#3353";"30-Nov-17 06:01 PM";"Just Google it man, there is no anti piracy bullshit, I recommend dosbox for a dos emulator";"";
"Senvr#7635";"30-Nov-17 06:01 PM";"i got dosbox";"";
"Senvr#7635";"30-Nov-17 06:01 PM";"Im not in the mood for torrenting but k";"";
"linuxguy11#3353";"30-Nov-17 06:01 PM";"No need to torrent";"";
"linuxguy11#3353";"30-Nov-17 06:02 PM";"Its under 100mb so it shouldn't take barely any time to to=ent";"";
"Senvr#7635";"30-Nov-17 06:02 PM";"ok";"";
"linuxguy11#3353";"30-Nov-17 06:03 PM";"I don't have a reader at my dorm but I do have a dos machine it will run on";"";
"linuxguy11#3353";"30-Nov-17 06:03 PM";"(At home)";"";
"Senvr#7635";"30-Nov-17 06:03 PM";"What would fallout run on?";"";
"Senvr#7635";"30-Nov-17 06:03 PM";"WIndows 95? XP?";"";
"Senvr#7635";"30-Nov-17 06:03 PM";"And cant i just use wine? It can emulate old windows shit, cant it?";"";
"linuxguy11#3353";"30-Nov-17 06:03 PM";"DOS";"";
"Senvr#7635";"30-Nov-17 06:04 PM";"Just dos?";"";
"Senvr#7635";"30-Nov-17 06:04 PM";"So i mount the img in dos and execute it?";"";
"linuxguy11#3353";"30-Nov-17 06:04 PM";"Just DOS";"";
"Senvr#7635";"30-Nov-17 06:04 PM";"and expect it to work?";"";
"Senvr#7635";"30-Nov-17 06:04 PM";"alrighty";"";
"linuxguy11#3353";"30-Nov-17 06:04 PM";"Basically yes";"";
"linuxguy11#3353";"30-Nov-17 06:04 PM";"Done don't have dos support, you need a real dos emulator";"";
"linuxguy11#3353";"30-Nov-17 06:05 PM";"*wine";"";
"Senvr#7635";"30-Nov-17 06:05 PM";"k";"";
"Senvr#7635";"30-Nov-17 06:05 PM";"MS-Dos or just dos";"";
"Senvr#7635";"30-Nov-17 06:05 PM";"sorry if im";"";
"Senvr#7635";"30-Nov-17 06:05 PM";"being annoying";"";
"Senvr#7635";"30-Nov-17 06:05 PM";"ive never used dos";"";
"Senvr#7635";"30-Nov-17 06:05 PM";"or anything related";"";
"linuxguy11#3353";"30-Nov-17 06:05 PM";"No big deal";"";
"linuxguy11#3353";"30-Nov-17 06:06 PM";"MS-DOS and DOS are the same thing";"";
"Senvr#7635";"30-Nov-17 06:06 PM";"k";"";
"Senvr#7635";"30-Nov-17 06:06 PM";"thanks";"";
"linuxguy11#3353";"30-Nov-17 06:07 PM";"Well unless somebody other than Microsoft makes thief own DOS, which won't happen since linux made DOS obsolete for a CLI based operating system";"";
"linuxguy11#3353";"30-Nov-17 06:09 PM";"http://www.bestoldgames.net/fallout";"";
"Senvr#7635";"30-Nov-17 06:10 PM";"Im on a Debian 9 os with gnome desktop environment, and randomly (especially when i use Steam or Chromium) it freezes , and system stops responding";"";
"Senvr#7635";"30-Nov-17 06:10 PM";"and also audio loops";"";
"Senvr#7635";"30-Nov-17 06:10 PM";"know anything about that";"";
"linuxguy11#3353";"30-Nov-17 06:10 PM";"Theres a download link
It is MASSIVE compared to the 3MB floppy version, but that's probably because it is uncompressed, unpacked, and modified";"";
"Senvr#7635";"30-Nov-17 06:10 PM";"ok";"";
"linuxguy11#3353";"30-Nov-17 06:11 PM";"What's your hardware?";"";
"Senvr#7635";"30-Nov-17 06:11 PM";"Nvidia 970 GPU, Intel i7 CPU, 16G ram";"";
"linuxguy11#3353";"30-Nov-17 06:11 PM";"Do you have nvidia drivers?";"";
"linuxguy11#3353";"30-Nov-17 06:12 PM";"If not, get them";"";
"linuxguy11#3353";"30-Nov-17 06:12 PM";"That could be the cause";"";
"linuxguy11#3353";"30-Nov-17 06:12 PM";"Otherwise, try another desktop environment";"";
"linuxguy11#3353";"30-Nov-17 06:13 PM";"Could just be your desktop environment being buggy";"";
"Senvr#7635";"30-Nov-17 06:13 PM";"I do";"";
"Senvr#7635";"30-Nov-17 06:13 PM";"And yeah";"";
"Senvr#7635";"30-Nov-17 06:14 PM";"Ill first try reinstalling nvidia drivers, then gnome, then if all else fails ill try KDE or even XFCE";"";
"Senvr#7635";"30-Nov-17 06:14 PM";"probs xfce cause im used to that the most";"";
"linuxguy11#3353";"30-Nov-17 06:16 PM";"Yep, my chromebook can't run anything but lxde because of others being buggy on my hardware";"";
"linuxguy11#3353";"30-Nov-17 06:16 PM";"But it was wired as fuck hardware";"";
"linuxguy11#3353";"30-Nov-17 06:16 PM";"*has";"";
"Senvr#7635";"30-Nov-17 06:18 PM";"oh";"";
"Senvr#7635";"30-Nov-17 06:18 PM";"for the moment of truth";"";
"Senvr#7635";"30-Nov-17 06:18 PM";"aaand";"";
"Senvr#7635";"30-Nov-17 06:18 PM";"testing";"";
"Senvr#7635";"30-Nov-17 06:19 PM";"no crashes so far...";"";
"linuxguy11#3353";"30-Nov-17 06:28 PM";"YAY";"";
"linuxguy11#3353";"30-Nov-17 06:28 PM";"Try ubuntu, it runs gr8 on that hardware (I know from expierience)";"";
"Senvr#7635";"30-Nov-17 09:28 PM";"No it died";"";
"Senvr#7635";"30-Nov-17 09:30 PM";"But ye illprobs try ubumtu";"";
